Date,Price,Open,High,Low,Vol.,Change %
2-Aug-18,0.805,0.84,0.84,0.805,2.58M,-4.17%
1-Aug-18,0.84,0.835,0.855,0.835,3.91M,0.60%
31-Jul-18,0.835,0.85,0.85,0.83,3.94M,-1.76%
30-Jul-18,0.85,0.83,0.87,0.825,5.32M,2.41%
27-Jul-18,0.83,0.85,0.85,0.81,3.00M,-1.78%
26-Jul-18,0.845,0.88,0.89,0.835,4.32M,-3.43%
25-Jul-18,0.875,0.83,0.88,0.81,9.76M,6.71%
24-Jul-18,0.82,0.8,0.83,0.79,5.06M,3.14%
23-Jul-18,0.795,0.795,0.815,0.785,4.22M,0.00%
20-Jul-18,0.795,0.82,0.825,0.78,8.96M,-2.45%
19-Jul-18,0.815,0.745,0.825,0.735,20.77M,10.88%
18-Jul-18,0.735,0.68,0.745,0.675,8.67M,6.52%
17-Jul-18,0.69,0.7,0.7,0.68,2.36M,-1.43%
16-Jul-18,0.7,0.72,0.72,0.685,3.24M,-2.10%
13-Jul-18,0.715,0.71,0.73,0.695,7.14M,2.14%
12-Jul-18,0.7,0.625,0.7,0.62,7.42M,12.00%
11-Jul-18,0.625,0.645,0.645,0.615,4.82M,-3.10%
10-Jul-18,0.645,0.655,0.67,0.635,5.31M,-1.53%
9-Jul-18,0.655,0.67,0.67,0.64,5.66M,-2.24%
6-Jul-18,0.67,0.675,0.69,0.665,5.64M,0.00%
5-Jul-18,0.67,0.715,0.715,0.665,17.33M,-5.63%
4-Jul-18,0.71,0.72,0.735,0.66,13.99M,-11.25%
3-Jul-18,0.8,0.795,0.815,0.79,1.43M,-0.62%
2-Jul-18,0.805,0.86,0.865,0.795,6.01M,-6.40%
29-Jun-18,0.86,0.88,0.89,0.86,2.13M,-1.71%
28-Jun-18,0.875,0.86,0.875,0.855,950.50K,1.74%
27-Jun-18,0.86,0.885,0.9,0.855,2.05M,-2.27%
26-Jun-18,0.88,0.905,0.91,0.875,3.72M,-3.83%
25-Jun-18,0.915,0.93,0.95,0.91,3.82M,-1.08%
22-Jun-18,0.925,0.89,0.935,0.885,3.14M,2.78%
21-Jun-18,0.9,0.92,0.955,0.885,9.61M,-1.64%
20-Jun-18,0.915,0.88,0.94,0.88,5.91M,3.98%
19-Jun-18,0.88,0.875,0.89,0.87,3.70M,0.00%
18-Jun-18,0.88,0.88,0.89,0.875,850.00K,-1.12%
14-Jun-18,0.89,0.89,0.895,0.875,815.90K,1.71%
13-Jun-18,0.875,0.88,0.895,0.86,2.50M,-0.57%
12-Jun-18,0.88,0.895,0.895,0.87,744.70K,-1.68%
11-Jun-18,0.895,0.88,0.91,0.88,1.79M,1.70%
8-Jun-18,0.88,0.905,0.925,0.87,4.73M,-1.12%
7-Jun-18,0.89,0.85,0.905,0.845,5.74M,7.23%
6-Jun-18,0.83,0.76,0.83,0.76,4.39M,9.93%
5-Jun-18,0.755,0.78,0.78,0.745,3.85M,-3.82%
4-Jun-18,0.785,0.79,0.8,0.77,2.90M,0.64%
1-Jun-18,0.78,0.75,0.79,0.73,5.59M,11.43%
31-May-18,0.7,0.72,0.74,0.7,2.29M,-1.41%
30-May-18,0.71,0.8,0.825,0.685,5.42M,-14.97%
28-May-18,0.835,0.86,0.865,0.82,1.15M,-5.65%
25-May-18,0.885,0.885,0.89,0.855,1.04M,0.00%
24-May-18,0.885,0.875,0.9,0.855,912.30K,-0.56%
23-May-18,0.89,0.9,0.905,0.875,743.30K,-1.11%
22-May-18,0.9,0.925,0.925,0.9,1.21M,-1.64%
21-May-18,0.915,0.9,0.925,0.9,1.91M,2.23%
18-May-18,0.895,0.905,0.905,0.87,1.90M,-1.10%
17-May-18,0.905,0.925,0.925,0.905,2.32M,-2.16%
16-May-18,0.925,0.905,0.93,0.9,3.47M,5.11%
15-May-18,0.88,0.78,0.89,0.78,4.77M,15.79%
14-May-18,0.76,0.93,0.93,0.7,11.48M,-18.72%
8-May-18,0.935,0.925,0.94,0.92,560.80K,1.08%
7-May-18,0.925,0.925,0.93,0.915,1.37M,0.00%
4-May-18,0.925,0.91,0.93,0.91,660.00K,1.09%
3-May-18,0.915,0.93,0.94,0.915,1.42M,-2.66%
2-May-18,0.94,0.95,0.95,0.92,729.70K,-1.05%
30-Apr-18,0.95,0.955,0.955,0.94,263.60K,0.00%
