"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 27, 2019","1.480","1.500","1.510","1.460","1.82M","-2.63%"
"Feb 26, 2019","1.520","1.590","1.590","1.500","1.52M","-4.40%"
"Feb 25, 2019","1.590","1.500","1.610","1.490","3.50M","6.71%"
"Feb 22, 2019","1.490","1.440","1.490","1.430","1.54M","3.47%"
"Feb 21, 2019","1.440","1.410","1.460","1.400","998.00K","2.13%"
"Feb 20, 2019","1.410","1.400","1.430","1.380","594.10K","0.71%"
"Feb 19, 2019","1.400","1.390","1.410","1.360","1.15M","-1.41%"
"Feb 18, 2019","1.420","1.430","1.440","1.400","523.70K","0.00%"
"Feb 15, 2019","1.420","1.440","1.470","1.420","464.00K","-1.39%"
"Feb 14, 2019","1.440","1.460","1.460","1.420","723.70K","-1.37%"
"Feb 13, 2019","1.460","1.440","1.480","1.440","1.31M","2.82%"
"Feb 12, 2019","1.420","1.390","1.440","1.380","2.03M","2.16%"
"Feb 11, 2019","1.390","1.410","1.420","1.390","310.80K","-1.42%"
"Feb 08, 2019","1.410","1.410","1.410","1.370","400.70K","0.00%"
"Feb 07, 2019","1.410","1.380","1.420","1.380","431.20K","2.17%"
"Feb 04, 2019","1.380","1.350","1.390","1.350","413.50K","2.22%"
"Jan 31, 2019","1.350","1.310","1.350","1.310","575.30K","4.65%"
"Jan 30, 2019","1.290","1.320","1.320","1.280","909.10K","-2.27%"
"Jan 29, 2019","1.320","1.360","1.360","1.300","907.10K","-4.35%"
"Jan 28, 2019","1.380","1.420","1.420","1.370","364.60K","-2.13%"
"Jan 25, 2019","1.410","1.410","1.420","1.390","163.60K","-1.40%"
"Jan 24, 2019","1.430","1.430","1.440","1.410","85.80K","0.00%"
"Jan 23, 2019","1.430","1.440","1.440","1.370","491.70K","-1.38%"
"Jan 22, 2019","1.450","1.440","1.460","1.440","326.40K","1.40%"
"Jan 18, 2019","1.430","1.420","1.460","1.420","373.30K","0.70%"
"Jan 17, 2019","1.420","1.470","1.470","1.410","459.40K","-2.74%"
"Jan 16, 2019","1.460","1.460","1.470","1.430","526.40K","0.00%"
"Jan 15, 2019","1.460","1.430","1.480","1.430","225.80K","1.39%"
"Jan 14, 2019","1.440","1.490","1.490","1.430","412.10K","-2.04%"
"Jan 11, 2019","1.470","1.430","1.490","1.430","646.30K","2.80%"
"Jan 10, 2019","1.430","1.410","1.460","1.400","911.40K","2.14%"
"Jan 09, 2019","1.400","1.380","1.430","1.380","799.20K","2.94%"
"Jan 08, 2019","1.360","1.390","1.390","1.360","285.20K","-0.73%"
"Jan 07, 2019","1.370","1.360","1.430","1.350","1.70M","3.01%"
"Jan 04, 2019","1.330","1.230","1.330","1.230","779.50K","8.13%"
"Jan 03, 2019","1.230","1.240","1.250","1.230","89.00K","-0.81%"
"Jan 02, 2019","1.240","1.240","1.240","1.220","49.30K","-0.80%"
"Dec 31, 2018","1.250","1.230","1.250","1.230","182.00K","1.63%"
"Dec 28, 2018","1.230","1.230","1.250","1.230","223.20K","-0.81%"
"Dec 27, 2018","1.240","1.220","1.260","1.220","189.70K","1.64%"
"Dec 26, 2018","1.220","1.230","1.230","1.210","177.00K","-2.40%"
"Dec 24, 2018","1.250","1.250","1.270","1.240","216.10K","-2.34%"
"Dec 21, 2018","1.280","1.230","1.290","1.210","288.40K","3.23%"
"Dec 20, 2018","1.240","1.230","1.250","1.200","248.00K","-0.80%"
"Dec 19, 2018","1.250","1.160","1.260","1.150","663.60K","7.76%"
"Dec 18, 2018","1.160","1.170","1.180","1.150","477.40K","-3.33%"
"Dec 17, 2018","1.200","1.200","1.230","1.190","326.20K","-0.83%"
"Dec 14, 2018","1.210","1.230","1.230","1.210","239.70K","-3.20%"
"Dec 13, 2018","1.250","1.260","1.260","1.230","271.10K","-0.79%"
"Dec 12, 2018","1.260","1.260","1.270","1.240","913.30K","0.00%"
"Dec 11, 2018","1.260","1.270","1.270","1.250","508.80K","-0.79%"
"Dec 10, 2018","1.270","1.270","1.280","1.260","124.90K","-0.78%"
"Dec 07, 2018","1.280","1.270","1.290","1.260","302.90K","1.59%"
"Dec 06, 2018","1.260","1.320","1.320","1.260","838.40K","-4.55%"
"Dec 05, 2018","1.320","1.310","1.330","1.300","274.30K","-0.75%"
"Dec 04, 2018","1.330","1.350","1.360","1.330","356.80K","-1.48%"
"Dec 03, 2018","1.350","1.330","1.390","1.320","657.50K","3.05%"
"Nov 30, 2018","1.310","1.390","1.390","1.300","1.42M","-6.43%"
"Nov 29, 2018","1.400","1.390","1.420","1.390","564.70K","0.72%"
"Nov 28, 2018","1.390","1.380","1.400","1.380","327.60K","-0.71%"
"Nov 27, 2018","1.400","1.420","1.420","1.380","407.00K","-0.71%"
"Nov 26, 2018","1.410","1.430","1.430","1.390","396.40K","-2.08%"
"Nov 23, 2018","1.440","1.480","1.480","1.410","421.80K","-2.70%"
"Nov 22, 2018","1.480","1.500","1.500","1.480","131.20K","0.00%"
"Nov 21, 2018","1.480","1.500","1.530","1.480","199.60K","-3.27%"
"Nov 19, 2018","1.530","1.560","1.570","1.520","144.20K","-1.29%"
"Nov 16, 2018","1.550","1.540","1.580","1.510","191.90K","1.31%"
"Nov 15, 2018","1.530","1.490","1.530","1.490","238.40K","2.68%"
"Nov 14, 2018","1.490","1.500","1.510","1.470","220.00K","0.00%"
"Nov 13, 2018","1.490","1.490","1.500","1.480","99.80K","0.00%"
"Nov 12, 2018","1.490","1.510","1.510","1.490","97.50K","0.00%"
"Nov 09, 2018","1.490","1.550","1.550","1.480","293.70K","-2.61%"
"Nov 08, 2018","1.530","1.560","1.570","1.530","184.70K","0.00%"
"Nov 07, 2018","1.530","1.570","1.590","1.530","219.80K","-2.55%"
"Nov 05, 2018","1.570","1.590","1.590","1.500","467.10K","0.00%"
"Nov 02, 2018","1.570","1.530","1.590","1.520","902.70K","4.67%"
"Nov 01, 2018","1.500","1.470","1.520","1.460","547.40K","2.74%"
"Oct 31, 2018","1.460","1.400","1.480","1.400","532.90K","4.29%"
"Oct 30, 2018","1.400","1.410","1.410","1.350","644.70K","-1.41%"
"Oct 29, 2018","1.420","1.430","1.450","1.410","287.10K","-0.70%"
"Oct 26, 2018","1.430","1.400","1.440","1.390","1.08M","3.62%"
"Oct 25, 2018","1.380","1.420","1.420","1.350","2.32M","-4.17%"
"Oct 24, 2018","1.440","1.500","1.510","1.440","973.20K","-3.36%"
"Oct 23, 2018","1.490","1.560","1.560","1.480","1.25M","-3.87%"
"Oct 22, 2018","1.550","1.560","1.580","1.530","751.80K","-0.64%"
"Oct 19, 2018","1.560","1.660","1.660","1.560","1.57M","-6.02%"
"Oct 18, 2018","1.660","1.680","1.710","1.650","1.51M","-0.60%"
"Oct 17, 2018","1.670","1.660","1.730","1.640","802.10K","0.60%"
"Oct 16, 2018","1.660","1.680","1.690","1.650","132.10K","0.61%"
"Oct 15, 2018","1.650","1.660","1.700","1.650","257.60K","-1.79%"
"Oct 12, 2018","1.680","1.650","1.680","1.650","383.50K","1.20%"
"Oct 11, 2018","1.660","1.610","1.660","1.540","1.16M","-0.60%"
"Oct 10, 2018","1.670","1.740","1.740","1.660","508.60K","-2.34%"
"Oct 09, 2018","1.710","1.710","1.760","1.700","130.10K","0.00%"
"Oct 08, 2018","1.710","1.770","1.770","1.710","352.80K","-2.84%"
"Oct 05, 2018","1.760","1.780","1.780","1.750","282.20K","-0.56%"
"Oct 04, 2018","1.770","1.780","1.780","1.750","278.10K","0.57%"
"Oct 03, 2018","1.760","1.770","1.780","1.760","188.30K","-0.56%"
"Oct 02, 2018","1.770","1.770","1.790","1.770","349.20K","0.00%"
"Oct 01, 2018","1.770","1.770","1.790","1.770","335.50K","0.00%"
"Sep 28, 2018","1.770","1.780","1.790","1.770","399.30K","-1.67%"
"Sep 27, 2018","1.800","1.810","1.820","1.790","257.60K","-0.55%"
"Sep 26, 2018","1.810","1.820","1.830","1.800","703.50K","1.69%"
"Sep 25, 2018","1.780","1.800","1.810","1.780","364.00K","-1.11%"
"Sep 24, 2018","1.800","1.800","1.820","1.780","323.70K","0.00%"
"Sep 21, 2018","1.800","1.770","1.820","1.770","1.04M","3.45%"
"Sep 20, 2018","1.740","1.750","1.780","1.740","539.20K","-1.14%"
"Sep 19, 2018","1.760","1.750","1.760","1.730","436.60K","0.57%"
"Sep 18, 2018","1.750","1.760","1.760","1.720","352.80K","0.00%"
"Sep 14, 2018","1.750","1.740","1.770","1.730","1.17M","1.74%"
"Sep 13, 2018","1.720","1.770","1.800","1.710","1.68M","-2.82%"
"Sep 12, 2018","1.770","1.850","1.850","1.760","1.21M","-5.35%"
"Sep 07, 2018","1.870","1.910","1.910","1.860","645.40K","-3.11%"
"Sep 06, 2018","1.930","1.930","1.980","1.920","1.58M","0.52%"
"Sep 05, 2018","1.920","1.930","1.950","1.920","1.26M","-0.52%"
"Sep 04, 2018","1.930","1.890","1.950","1.890","1.65M","1.05%"
"Sep 03, 2018","1.910","1.920","1.920","1.870","1.29M","-1.04%"
"Aug 30, 2018","1.930","1.960","1.960","1.920","723.30K","-1.53%"
"Aug 29, 2018","1.960","1.970","2.000","1.960","687.90K","0.00%"
"Aug 28, 2018","1.960","1.890","1.960","1.870","1.99M","-0.51%"
"Aug 27, 2018","1.970","1.990","1.990","1.950","596.50K","0.00%"
"Aug 24, 2018","1.970","2.000","2.010","1.960","810.80K","-1.99%"
"Aug 23, 2018","2.010","1.950","2.020","1.950","1.39M","3.08%"
"Aug 21, 2018","1.950","2.040","2.070","1.930","3.62M","-4.41%"
"Aug 20, 2018","2.040","2.170","2.170","2.040","1.63M","-4.23%"
"Aug 17, 2018","2.130","2.220","2.230","2.100","2.61M","-2.74%"
"Aug 16, 2018","2.190","2.200","2.240","2.150","2.17M","-0.90%"
"Aug 15, 2018","2.210","2.130","2.240","2.130","3.54M","4.74%"
"Aug 14, 2018","2.110","2.080","2.140","2.080","3.09M","1.44%"
"Aug 13, 2018","2.080","2.080","2.120","2.020","2.16M","0.00%"
"Aug 10, 2018","2.080","2.130","2.140","2.080","788.40K","-1.89%"
"Aug 09, 2018","2.120","2.120","2.160","2.060","2.15M","0.00%"
"Aug 08, 2018","2.120","1.980","2.150","1.980","3.53M","7.07%"
"Aug 07, 2018","1.980","1.930","1.990","1.930","967.80K","2.59%"
"Aug 06, 2018","1.930","1.920","1.960","1.910","424.80K","1.05%"
"Aug 03, 2018","1.910","1.880","1.920","1.880","548.00K","1.60%"
"Aug 02, 2018","1.880","1.980","1.980","1.870","2.00M","-4.57%"
"Aug 01, 2018","1.970","1.960","2.040","1.950","1.98M","1.55%"
"Jul 31, 2018","1.940","1.960","1.960","1.930","540.00K","-0.51%"
"Jul 30, 2018","1.950","1.950","1.970","1.910","961.80K","-0.51%"
"Jul 27, 2018","1.960","2.010","2.030","1.940","1.60M","-2.97%"
"Jul 26, 2018","2.020","2.050","2.060","2.010","801.50K","-0.98%"
"Jul 25, 2018","2.040","2.050","2.070","2.010","1.37M","0.00%"
"Jul 24, 2018","2.040","2.020","2.100","2.010","1.75M","0.99%"
"Jul 23, 2018","2.020","2.060","2.090","2.010","1.77M","-2.42%"
"Jul 20, 2018","2.070","2.190","2.190","2.060","1.35M","-3.72%"
"Jul 19, 2018","2.150","2.050","2.180","2.050","1.87M","5.39%"
"Jul 18, 2018","2.040","1.930","2.060","1.920","2.10M","4.62%"
"Jul 17, 2018","1.950","1.960","1.960","1.910","499.50K","-0.51%"
"Jul 16, 2018","1.960","1.930","1.990","1.930","780.80K","1.55%"
"Jul 13, 2018","1.930","1.880","1.970","1.880","2.54M","5.46%"
"Jul 12, 2018","1.830","1.680","1.850","1.650","2.16M","9.58%"
"Jul 11, 2018","1.670","1.700","1.700","1.650","683.90K","-1.18%"
"Jul 10, 2018","1.690","1.650","1.720","1.650","1.09M","2.42%"
"Jul 09, 2018","1.650","1.720","1.730","1.630","2.23M","-5.71%"
"Jul 06, 2018","1.750","1.750","1.780","1.730","442.10K","0.00%"
"Jul 05, 2018","1.750","1.770","1.820","1.720","1.16M","-1.69%"
"Jul 04, 2018","1.780","1.850","1.850","1.770","1.64M","-3.78%"
"Jul 03, 2018","1.850","1.890","1.910","1.830","1.23M","-2.63%"
"Jul 02, 2018","1.900","1.980","1.980","1.880","902.80K","-4.52%"
"Jun 29, 2018","1.990","1.970","2.020","1.970","517.30K","1.53%"
"Jun 28, 2018","1.960","1.990","2.010","1.950","1.12M","-2.00%"
"Jun 27, 2018","2.000","2.030","2.050","2.000","463.60K","-0.99%"
"Jun 26, 2018","2.020","2.060","2.060","2.010","652.80K","-1.46%"
"Jun 25, 2018","2.050","2.120","2.150","2.050","631.00K","-2.84%"
"Jun 22, 2018","2.110","2.090","2.150","2.060","467.30K","0.48%"
"Jun 21, 2018","2.100","2.120","2.180","2.100","392.30K","-0.94%"
"Jun 20, 2018","2.120","2.110","2.160","2.110","737.60K","-0.47%"
"Jun 19, 2018","2.130","2.220","2.220","2.060","690.50K","-3.62%"
"Jun 18, 2018","2.210","2.240","2.250","2.210","354.70K","-2.21%"
"Jun 14, 2018","2.260","2.330","2.330","2.240","441.00K","-3.00%"
"Jun 13, 2018","2.330","2.310","2.370","2.300","146.40K","0.87%"
"Jun 12, 2018","2.310","2.360","2.360","2.290","401.80K","-1.70%"
"Jun 11, 2018","2.350","2.260","2.400","2.250","1.32M","4.44%"
"Jun 08, 2018","2.250","2.170","2.260","2.150","1.28M","3.21%"
"Jun 07, 2018","2.180","2.130","2.200","2.090","2.44M","2.83%"
"Jun 06, 2018","2.120","2.010","2.120","2.010","2.22M","5.47%"
"Jun 05, 2018","2.010","2.040","2.060","2.000","1.29M","-1.47%"
"Jun 04, 2018","2.040","2.080","2.080","2.030","892.70K","0.00%"
"Jun 01, 2018","2.040","2.030","2.090","2.010","984.30K","0.49%"
"May 31, 2018","2.030","2.060","2.120","2.030","1.43M","-1.46%"
"May 30, 2018","2.060","2.100","2.160","2.000","4.50M","-11.97%"
"May 28, 2018","2.340","2.550","2.560","2.320","1.13M","-7.14%"
"May 25, 2018","2.520","2.500","2.550","2.500","301.60K","0.80%"
"May 24, 2018","2.500","2.630","2.660","2.480","999.00K","-4.58%"
"May 23, 2018","2.620","2.650","2.690","2.620","592.70K","-2.60%"
"May 22, 2018","2.690","2.640","2.700","2.630","337.30K","1.89%"
"May 21, 2018","2.640","2.650","2.710","2.630","440.00K","0.38%"
"May 18, 2018","2.630","2.700","2.710","2.620","671.30K","-1.87%"
"May 17, 2018","2.680","2.710","2.730","2.680","486.30K","-1.11%"
"May 16, 2018","2.710","2.700","2.760","2.680","712.40K","2.65%"
"May 15, 2018","2.640","2.680","2.680","2.600","502.60K","-1.49%"
"May 14, 2018","2.680","2.550","2.750","2.390","1.39M","1.90%"
"May 08, 2018","2.630","2.680","2.730","2.620","3.44M","-2.95%"
"May 07, 2018","2.710","2.900","2.900","2.710","846.60K","-6.87%"
"May 04, 2018","2.910","2.890","2.930","2.860","403.80K","0.34%"
"May 03, 2018","2.900","2.900","2.950","2.900","258.50K","0.00%"
"May 02, 2018","2.900","2.950","2.950","2.890","414.80K","-2.03%"
"Apr 30, 2018","2.960","2.950","2.970","2.940","414.10K","0.34%"
"Apr 27, 2018","2.950","2.980","2.980","2.910","699.00K","-0.67%"
"Apr 26, 2018","2.970","2.980","2.990","2.960","279.20K","0.00%"
"Apr 25, 2018","2.970","2.970","2.980","2.950","331.80K","-0.34%"
