Sentiment,RSI,EMAcross,MACD,WPR,ADX,CCI,CMO,ROC,Price.up
1,96.95569191,0.008259898,3.800167754,0,17.56906911,80.28673835,50,0,0
1,96.95569191,0.005506598,4.004302408,0,16.06070924,73.98373984,50,0,0
1,96.95569191,0.003671066,4.174308313,0,14.70145349,71.79487179,50,0,0
0,96.95569191,0.002447377,4.303470372,0,13.47344909,70.44025157,40,0,0
1,96.95569191,0.001631585,4.389654307,0,12.36147509,66.66666667,33.33333333,0,0
1,96.95569191,0.001087723,4.43375447,0,11.35247526,58.33333333,14.28571429,0,0
1,4.293039192,-0.015941518,4.326184426,0,10.10847835,107.6923077,25,0.014184635,1
0,4.293039192,-0.010627679,4.119323756,0.8,9.469890943,-114.7540984,-16.66666667,-0.043802623,0
0,48.54877948,-0.000418452,3.897270681,0.4,10.62840332,-7.650273224,0,-0.028573372,0
0,61.79761764,0.003054365,3.691197262,0.2,14.82328289,39.71631206,33.33333333,0.043802623,0
1,28.62640181,-0.007963757,3.429186101,0,13.41146883,130.0546448,38.46153846,0.028573372,1
1,43.72879785,-0.001975838,3.16089232,0.75,12.75721873,-155.5555556,-7.692307692,-0.028987537,0
0,43.72879785,-0.001317225,2.895543886,0.75,12.12046512,-116.6666667,-16.66666667,-0.043172172,0
1,43.72879785,-0.00087815,2.639369963,0.75,11.50219152,-93.33333333,-16.66666667,0,0
1,43.72879785,-0.000585433,2.396373805,0.5,12.42338054,-23.33333333,-7.692307692,0.014598799,1
0,82.09299882,0.006276378,2.214818373,0.75,11.77434541,-75.55555556,-14.28571429,0,0
0,54.318383,0.000850918,2.053227787,0,12.69724452,100,5.882352941,0.028573372,0
0,77.32914745,0.007233946,1.953569203,0,14.0481141,90.19607843,5.882352941,0.043172172,0
0,90.97196495,0.018155964,1.98354378,0,18.13033656,122.8070175,11.11111111,0.013986242,0
1,90.97196495,0.012103976,2.087052183,0,16.84135962,104.7619048,11.11111111,0.013986242,0
0,90.97196495,0.008069317,2.225208702,0,15.64362306,96.96969697,5.882352941,0,0
1,90.97196495,0.005379545,2.371791089,0,14.53072323,85.71428571,38.46153846,0,0
1,90.97196495,0.003586363,2.509804857,0,13.49669843,74.66666667,27.27272727,0,0
1,90.97196495,0.002390909,2.628900203,0,12.53599935,65.81196581,20,0,0
1,7.000215069,-0.021739394,2.571579757,0,11.05323552,159.0909091,33.33333333,0.040821995,1
1,7.000215069,-0.014492929,2.400370455,0,9.80436561,143.7984496,77.77777778,0.040821995,1
0,50.795971,0.000338047,2.227297591,0.428571429,9.166982135,22.22222222,33.33333333,-0.040821995,0
0,60.17356664,0.003558698,2.079115437,0.428571429,10.54801756,12.28070175,33.33333333,-0.040821995,0
0,60.17356664,0.002372465,1.949520347,0.285714286,11.72839865,63.85964912,33.33333333,0.013793322,0
0,60.17356664,0.001581644,1.833891207,0.25,11.10865329,100,50,0.027398974,0
1,60.17356664,0.001054429,1.728870027,0.25,13.8514221,80.76923077,33.33333333,0.013605652,0
1,91.80418992,0.014036286,1.719482608,0,20.60623851,158.1267218,45.45454545,0.026668247,1
1,91.80418992,0.009357524,1.76576771,0,18.59276774,125.1207729,40,0.026668247,1
1,91.80418992,0.006238349,1.839840728,0,16.82256317,104.7619048,40,0,1
1,91.80418992,0.0041589,1.922742668,0,15.25810258,91.44144144,40,0,1
1,91.80418992,0.0027726,2.002050263,0,13.86909311,79.36507937,40,0,1
1,91.80418992,0.0018484,2.070071195,0,12.63080841,70,40,0,1
1,91.80418992,0.001232267,2.122488137,0,11.52286495,63.46666667,40,0,1
0,91.80418992,0.000821511,2.157346143,0,10.52830788,57.43589744,14.28571429,0,1
0,3.471714329,-0.016118993,2.068751451,0.25,9.632918745,7.179487179,0,-0.013245227,1
0,48.2689769,-0.000745995,1.966295044,1,10.51721685,-143.5897436,0,-0.054067221,0
0,25.03358708,-0.013830663,1.77076596,0.5,15.60433758,-58.33333333,20,-0.01342302,1
0,16.2392861,-0.019220442,1.457791641,1,14.18851352,-193.8461538,-16.66666667,-0.013986242,1
0,12.01752772,-0.019480295,1.038959378,1,13.09201433,-179.9196787,-33.33333333,-0.055569851,1
1,26.37320259,-0.00965353,0.593600485,1,12.24291283,-201.7467249,-46.66666667,-0.057987258,0
1,15.20732602,-0.016435687,0.084762873,0.888888889,11.44362803,-131.6239316,-57.14285714,-0.028987537,1
0,15.20732602,-0.010957124,-0.439850785,1,10.55326036,-169.0618762,-66.66666667,-0.045809536,0
0,56.57457048,0.00269525,-0.878487391,0.916666667,11.46925212,-122.4043716,-57.89473684,-0.045120435,0
0,70.81356477,0.0084635,-1.192466657,0.75,13.57249443,-74.21383648,-42.85714286,0.045809536,0
0,47.46717118,-0.001024333,-1.455374579,0.75,13.18495559,-64.1025641,-42.85714286,0.030305349,0
0,57.88161957,0.002650445,-1.646282606,0.583333333,14.28323381,-21.21212121,-30.43478261,0.029413885,1
1,67.53556076,0.005100296,-1.755183157,0.666666667,15.39499286,-33.33333333,-33.33333333,0.014815086,0
0,50.25660797,6.69E-05,-1.826160176,0.545454545,14.42771599,2.74E-12,-28,0,1
0,50.25660797,4.46E-05,-1.865557945,0.7,13.95557286,-46.20462046,-30.76923077,-0.014815086,0
0,76.87777369,0.006696384,-1.832439012,0.5,14.92850766,28.83895131,-12,0,0
1,83.50035758,0.007797589,-1.728334616,0.142857143,16.14875595,91.44144144,-16.66666667,0.043802623,1
1,83.50035758,0.005198393,-1.581351542,0,15.85177637,98.5915493,-4.761904762,0.014388737,1
0,83.50035758,0.003465595,-1.411668709,0.166666667,14.96276888,58.33333333,-4.761904762,-0.014388737,0
0,91.61030245,0.00564373,-1.210679846,0,18.73889498,130.1587302,20,0.014184635,0
0,91.61030245,0.003762487,-0.998018304,0,17.71107664,140,20,0.042559614,0
0,16.89073251,-0.010825009,-0.877884147,0,15.56570451,169.6969697,52.94117647,0.027779564,1
0,73.5406186,0.016116661,-0.661145186,0.166666667,17.64838754,106.0606061,41.17647059,0,0
0,64.16799314,0.007411107,-0.417032617,0,17.84609981,181.920904,44.44444444,0.027028672,1
0,77.22808156,0.014940738,-0.101415366,0.125,16.09713025,117.8947368,36.84210526,0.027398974,0
1,88.08503224,0.026627159,0.350369493,0,20.27946657,189.4586895,42.85714286,0.039220713,0
1,88.08503224,0.017751439,0.859121283,0,19.01629297,153.1531532,50,0.052643733,0
0,90.1897778,0.015167626,1.392961969,0,21.5209392,186.6666667,56.52173913,0.050010421,0
1,94.53442827,0.020111751,1.970364529,0,21.73220358,161.5384615,72.72727273,0.062131781,0
1,95.52528597,0.016741167,2.556371503,0,23.11265269,162.7405697,73.91304348,0.047628049,1
1,95.52528597,0.011160778,3.107379979,0,21.69989848,129.0983607,72.72727273,0.035506688,1
0,36.2990849,-0.005892815,3.51870785,0.058823529,19.74980443,98.14814815,65.2173913,-0.01169604,1
0,36.2990849,-0.003928543,3.812312438,0.066666667,18.00709056,84.3373494,72.72727273,-0.01169604,1
1,36.2990849,-0.002619029,4.007586459,0.071428571,16.44442296,72.38095238,70,0,1
0,36.2990849,-0.001746019,4.121493869,0.071428571,15.03894181,63.63636364,68.42105263,0,1
0,36.2990849,-0.001164013,4.168750367,0.071428571,13.77138165,57.07434053,66.66666667,0,1
0,36.2990849,-0.000776009,4.162025945,0.083333333,12.6253916,51.85185185,76.47058824,0,1
0,36.2990849,-0.000517339,4.112154091,0.083333333,11.58700471,46.66666667,71.42857143,0,1
1,89.88342435,0.006321774,4.067091056,0.5,10.64421934,-49.35897436,50,-0.035932009,0
0,95.52716097,0.010881183,4.056052755,0.125,12.47217151,38.39662447,46.66666667,0,0
0,97.56488135,0.013920788,4.094722049,0,14.32828933,149.3333333,52.94117647,0.059188871,0
1,97.56488135,0.009280526,4.151692636,0,13.54164284,157.5,38.46153846,0.023256862,0
1,97.56488135,0.006187017,4.206527263,0,12.78569095,123.3716475,33.33333333,0,0
1,97.56488135,0.004124678,4.246661619,0,12.06062534,106.9444444,11.11111111,0,0
1,45.31203634,-0.000583548,4.246616844,0,12.80536841,139.1812865,20,0.011428696,1
0,45.31203634,-0.000389032,4.211397499,0,12.05797017,111.2820513,33.33333333,0.011428696,1
1,45.31203634,-0.000259355,4.146131131,0,11.34487979,93.33333333,33.33333333,0,1
1,45.31203634,-0.000172903,4.055807446,0,10.66561227,81.01851852,33.33333333,0,1
1,45.31203634,-0.000115269,3.94511398,0,10.01955074,72.30046948,33.33333333,0,1
1,45.31203634,-7.68E-05,3.818340812,0,9.405963836,66.16915423,33.33333333,0,1
1,45.31203634,-5.12E-05,3.679333837,0,8.82402261,62.22222222,33.33333333,0,1
0,45.31203634,-3.42E-05,3.531481513,0,8.272816651,58.33333333,33.33333333,0,1
1,45.31203634,-2.28E-05,3.377723966,0,7.751369371,51.85185185,100,0,1
0,2.098836802,-0.003348513,3.202333029,1,7.25865222,-190.1234568,20,-0.022989518,0
0,74.64384334,0.004434325,3.051782322,0.5,8.395322184,-69.13580247,0,-0.011428696,0
0,35.35103521,-0.00371045,2.881181516,0,10.90469604,46.66666667,20,0.022989518,1
0,74.93460233,0.0108597,2.773160357,1,9.592362444,-171.1111111,-14.28571429,-0.011560822,0
0,74.93460233,0.0072398,2.703231523,0,12.61340072,144.8275862,20,0.011299555,0
1,36.85495057,-0.005173467,2.600296904,0,14.91093618,299.5024876,27.27272727,0.05651221,1
0,36.85495057,-0.003448978,2.476161473,0,13.05333026,202.8985507,27.27272727,0.022223137,1
1,5.192255665,-0.055632652,2.04637977,0.4,10.40180549,51.33333333,7.692307692,-0.022223137,1
1,5.192255665,-0.037088435,1.43658672,0.4,8.699135565,44.02515723,7.692307692,-0.022223137,1
1,5.192255665,-0.024725623,0.737505863,0.4,7.395454675,38.18181818,7.692307692,0,1
1,5.192255665,-0.016483749,0.013223259,0.4,6.367754979,33.33333333,7.692307692,0,1
1,5.192255665,-0.010989166,-0.692342254,0.4,5.538848527,29.16666667,7.692307692,0,1
0,5.192255665,-0.007326111,-1.350397742,0.4,4.857847542,25.45454545,7.692307692,0,1
0,5.192255665,-0.004884074,-1.943364811,0.4,4.289840084,22.01257862,7.692307692,0,1
1,5.192255665,-0.003256049,-2.461859866,0.4,3.810075267,11.96581197,27.27272727,0,1
1,1.38376132,-0.008837366,-2.944409363,1,3.316629618,-423.255814,-57.14285714,-0.225956493,1
0,0.658857809,-0.012558244,-3.417226974,1,3.230799221,-258.8316151,-67.74193548,-0.28394375,0
0,0.658857809,-0.008372163,-3.854267689,1,3.186397603,-168.1075889,-65.51724138,-0.057987258,0
1,70.41120418,0.007751892,-4.152436263,0.958333333,5.213551269,-118.5973207,-77.77777778,0.014815086,0
1,70.41120418,0.005167928,-4.338810085,0.958333333,5.020631226,-94.71458774,-92,0.014815086,0
0,70.41120418,0.003445285,-4.43573266,0.954545455,4.828226379,-78.86666667,-92,0,0
0,25.35224574,-0.007703143,-4.527362144,0.772727273,5.429559402,-45.07042254,-62.96296296,0.057158414,1
0,25.35224574,-0.005135429,-4.601652316,0.909090909,5.165004778,-56.65294925,-66.66666667,0.014598799,1
0,61.91266733,0.003243047,-4.607157754,0.954545455,5.786523919,-56.61202186,-67.74193548,-0.057158414,0
0,35.6915527,-0.004504635,-4.603438351,0.863636364,7.988987755,-36.96369637,-57.57575758,0.014388737,0
0,77.86916359,0.01699691,-4.45067988,0.863636364,8.296370847,-31.67420814,-57.57575758,0.028987537,0
0,90.42671464,0.03799794,-4.027771408,0.636363636,14.5499201,35.75638507,-36.84210526,0.068992871,0
1,90.42671464,0.02533196,-3.451729363,0.636363636,13.28129826,67.57741348,-36.84210526,0.068992871,0
1,90.42671464,0.016887973,-2.804501858,0,12.14125857,131.9268636,-36.84210526,0,0
0,90.42671464,0.011258649,-2.142096859,0,11.11388147,107.6923077,20,0,0
0,90.42671464,0.007505766,-1.501493622,0,10.18568267,89.12037037,50,0,0
1,90.42671464,0.005003844,-0.905856312,0,9.345164913,76.42276423,50,0,0
1,90.42671464,0.003335896,-0.368449439,0,8.582465357,66.66666667,46.66666667,0,0
1,90.42671464,0.002223931,0.104437267,0,7.889075742,58.33333333,46.66666667,0,0
1,90.42671464,0.00148262,0.511317919,0,7.257618307,51.85185185,46.66666667,0,0
1,90.42671464,0.000988414,0.853911686,0,6.681664926,46.66666667,27.27272727,0,0
0,99.93542131,0.120658942,1.821007235,0,25.38263739,267.614534,87.5,0.101352494,0
0,99.93542131,0.080439295,3.08304105,0,19.70608571,233.3333333,100,0.101352494,0
0,99.93542131,0.053626197,4.426965553,0,16.49426534,387.8518519,100,0.360282885,1
0,84.24587568,0.029084131,5.688105785,0.022727273,16.26882613,226.0841424,96,0.351844017,1
0,75.37110637,0.016056087,6.789150409,0.068181818,16.11073582,147.5490196,87.23404255,-0.025533302,0
0,78.73181,0.014037392,7.72281551,0.068181818,15.94388517,111.6441164,87.23404255,-0.017094433,0
0,65.35492762,0.006024928,8.462451606,0.068181818,15.7680222,89.72375691,87.23404255,0,0
0,77.05188567,0.010683285,9.046916839,0.045454545,16.65905223,77.77777778,87.5,0.008583744,0
0,61.48327908,0.003788857,9.463319283,0.022727273,16.3507975,69.53405018,87.75510204,0.017094433,1
0,61.48327908,0.002525905,9.727731711,0.068181818,16.13642932,54.87288136,80.39215686,-0.008583744,0
0,73.52112005,0.00501727,9.872633125,0.045454545,16.49308232,51.85185185,80.76923077,-0.00851069,0
0,50.05512024,1.15E-05,9.896048439,0.022727273,16.2511065,50.52493438,81.13207547,0.017094433,0
0,74.48564503,0.006674342,9.846239393,0,17.41828704,51.68170632,81.48148148,0.016949558,1
0,42.96278936,-0.002217105,9.700982551,0.027777778,17.13350469,44.17475728,78.18181818,0,1
0,65.11081614,0.005188596,9.508451993,0.055555556,17.55034789,31.39013453,70.83333333,-0.016949558,0
0,65.11081614,0.003459064,9.273544831,0,17.07712924,104.7619048,72,0.008438869,1
0,81.37946398,0.00897271,9.029822422,0.333333333,17.53585033,46.15384615,-6.666666667,0.00851069,0
0,81.37946398,0.005981806,8.771503222,0,19.39589723,155.5555556,12.5,0.00836825,0
0,87.78646266,0.007321204,8.510159601,0,19.00501008,180.1169591,33.33333333,0.025105921,0
1,87.78646266,0.004880803,8.24019543,0,18.60130008,181.0945274,37.5,0.016529302,1
1,87.78646266,0.003253869,7.959397502,0,18.1852877,143.1111111,37.5,0.008230499,1
0,87.78646266,0.002169246,7.667761201,0,17.75759504,117.3824131,33.33333333,0,1
