Sentiment,RSI,EMAcross,MACD,WPR,ADX,CCI,CMO,ROC,Price.change
0,93.46060249,0.051908516,-4.743304729,0.48,15.88073569,45.382263,-39.53488372,0.034605529,0
0,96.73797444,0.074605678,-4.469058087,0.19047619,19.83536222,115.4334038,-19.04761905,0.061452779,0
0,77.3540733,0.036403785,-4.12573225,0,20.03268509,180.0829876,2.325581395,0.05942342,0
0,84.39120961,0.04426919,-3.716000328,0,19.64403975,165.2599388,17.94871795,0.038965969,0
0,88.09167629,0.042846127,-3.256993107,0,22.64007926,155.1098376,45.94594595,0.031548358,1
0,88.09167629,0.028564084,-2.784231847,0.038461538,22.73686524,117.8947368,92.85714286,0.01892801,0
0,95.42033653,0.059042723,-2.259788344,0,25.20539399,130.1282051,93.75,0.024541109,0
0,95.42033653,0.039361815,-1.726471819,0,24.13958227,122.5806452,94.11764706,0.042819997,1
1,96.27906732,0.032907877,-1.202446706,0.038461538,24.99376994,98.66666667,87.87878788,0.006042314,0
1,96.27906732,0.021938585,-0.709843473,0.04,23.6236149,86.82170543,86.20689655,-0.006006024,0
0,67.71172372,0.007959056,-0.271750598,0.04,23.07861997,78.54785479,85.71428571,0,0
0,67.71172372,0.005306038,0.109422046,0.04,21.47780226,70.44025157,85.71428571,0,0
0,86.17330471,0.016870692,0.454043706,0,23.10482263,73.30222913,86.20689655,0.006006024,0
0,86.17330471,0.011247128,0.756199303,0,24.42693324,99.01599016,87.5,0.023810649,0
0,86.17330471,0.007498085,1.013818185,0,22.35580747,95.40740741,85.18518519,0.017804625,1
0,97.15469137,0.03166539,1.266155657,0.142857143,20.98699358,63.75968992,68,-0.011834458,0
1,97.15469137,0.02111026,1.498403747,0,20.92593862,124.2206235,65.2173913,0.005865119,1
0,97.15469137,0.014073507,1.701951037,0.090909091,19.14077196,94.94949495,56.52173913,0.011834458,0
0,97.15469137,0.009382338,1.872553912,0,23.26071778,107.2072072,50,0,1
0,6.445816088,-0.087078441,1.875456705,0.333333333,19.94431588,35.8974359,42.85714286,-0.005899722,1
0,6.445816088,-0.058052294,1.768425393,1,17.46848057,-286.2745098,-28.57142857,-0.085417751,0
0,28.04095013,-0.025368196,1.61320392,0.928571429,17.98156142,-188.8157895,-33.33333333,-0.067303682,0
0,20.82900427,-0.030245464,1.412608651,0.857142857,20.28681104,-132.2222222,-25.92592593,0.012658397,1
0,55.31051733,0.006503024,1.229859166,0.928571429,20.69388073,-116.6666667,-28.57142857,0,0
0,75.3996902,0.037668683,1.113920971,0.857142857,20.83865501,-82.68839104,-24.13793103,0,0
1,93.09428058,0.151779122,1.226344973,0,32.44523076,131.6239316,23.40425532,0.1135547,0
0,93.09428058,0.101186081,1.469531321,0,29.4205147,112.7516779,21.73913043,0.10724553,0
0,93.09428058,0.067457387,1.775755484,0,26.73628605,101.320655,16.27906977,0,0
0,95.00780149,0.064971592,2.126634291,0,26.56819571,175,33.33333333,0.06029223,0
0,95.61528644,0.049981061,2.488910168,0,27.64188164,147.7777778,39.62264151,0.065597282,0
0,98.0749482,0.079987374,2.893807955,0,29.08243299,134.741784,39.62264151,0.021053409,0
0,99.01865721,0.106658249,3.363945626,0,32.37115978,141.2698413,49.15254237,0.05155781,0
0,83.64231623,0.057772166,3.820735169,0,31.36745953,133.1331331,51.61290323,0.055710607,1
0,88.84091099,0.065181444,4.267017763,0.043478261,29.59845654,103.4164358,51.61290323,0.010000083,0
1,60.16132809,0.016787629,4.636954428,0,28.72169746,103.1446541,88.88888889,0.009804,1
0,37.47700005,-0.02214158,4.886051256,0.085106383,26.83092375,75.68460812,75.43859649,0,1
0,13.33758105,-0.12142772,4.901903787,0.319148936,22.96430726,16.99779249,46.26865672,-0.075985907,1
0,11.2919653,-0.100951813,4.734271124,0.413043478,20.02070914,-19.28374656,40,-0.077558234,1
0,10.48770358,-0.073967876,4.440901683,0.821428571,18.86340521,-68.3908046,31.50684932,-0.043017385,1
0,37.28757484,-0.02264525,4.107990442,0.964285714,18.02197833,-101.9023987,1.694915254,-0.043963123,0
1,53.08848191,0.004903166,3.784115913,0.714285714,19.33997059,-52.94635004,12.12121212,0.016349138,0
0,68.80709541,0.029935444,3.508527888,0.703703704,21.89087524,-53.69318182,13.43283582,0.043963123,0
0,77.34642847,0.039956963,3.295108793,0.518518519,23.0702099,-9.523809524,4.918032787,0.031917603,0
1,77.34642847,0.026637975,3.124046593,0.481481481,22.48643628,-2.086438152,4.918032787,0.031748698,0
0,17.22474534,-0.095574683,2.836423509,1,19.32647659,-128.8830716,-21.62162162,-0.081789433,1
0,31.34996529,-0.043716455,2.509616776,1,18.39835814,-129.3447293,-37.14285714,-0.104203778,0
0,28.88538559,-0.03581097,2.160739171,0.84375,17.6381925,-79.3814433,-35.21126761,0.011299555,1
0,42.45669772,-0.010540647,1.828579076,0.875,18.20409938,-79.73856209,-34.28571429,0.022858138,0
0,42.45669772,-0.007027098,1.520049569,0.785714286,21.49530423,-51.51515152,-38.23529412,0.005602256,0
0,64.99959798,0.015315268,1.265250457,0.684210526,20.33461135,-42.25721785,-34.375,0.011236073,0
0,18.32827969,-0.076456488,0.940210301,0.315789474,17.03298502,54.90196078,-6.666666667,0.038360868,1
0,13.76621181,-0.077637659,0.549244525,1,14.18135982,-185.4700855,-27.27272727,-0.081440332,0
0,13.76621181,-0.051758439,0.134717129,1,13.54431944,-153.0054645,-23.28767123,-0.1198012,0
0,67.8248171,0.045494374,-0.165222964,0.925925926,20.43608156,-110.652921,-15.49295775,0.012048339,0
0,62.89623459,0.023662916,-0.386280309,0.592592593,19.07680864,-18.84057971,-12.32876712,0.064538521,1
0,75.98458199,0.049108611,-0.50026697,0.777777778,21.93203313,-60.6741573,-19.48051948,0.023669744,0
0,80.1795734,0.046072407,-0.522151257,0.481481481,22.43257371,37.0918053,-15,0.016901811,0
1,82.47545244,0.037381605,-0.475205463,0.285714286,20.41791665,66.94386694,-15,0.051293294,0
1,82.47545244,0.02492107,-0.386685158,0.095238095,22.07969647,104.7984645,11.76470588,0.027549952,0
1,26.73424239,-0.036719287,-0.347068829,0.095238095,20.24277452,92.63420724,16.92307692,0.021978907,1
1,26.73424239,-0.024479525,-0.339468194,0.095238095,18.57826093,82.74231678,10,0,1
0,9.21605351,-0.08298635,-0.441518715,0.476190476,16.39987958,-9.005847953,-1.492537313,-0.044451763,1
-1,6.615201458,-0.0819909,-0.643449622,1,14.93324089,-124.9621785,-20.51282051,-0.121185557,1
0,5.45963367,-0.067993933,-0.915910711,1,14.53332909,-108.2666667,-21.51898734,-0.08288766,1
1,5.45963367,-0.045329289,-1.217791877,1,14.22562903,-99.6941896,-34.24657534,-0.012345836,1
0,32.13369191,-0.016886193,-1.50194103,1,13.80591725,-100.5847953,-9.433962264,-0.01242252,0
0,15.61371696,-0.044590795,-1.804851946,0.958333333,13.17785824,-87.00564972,-7.407407407,0,1
0,15.61371696,-0.029727197,-2.100919671,1,12.76106977,-104.1666667,-17.85714286,-0.01892801,1
0,15.61371696,-0.019818131,-2.373511335,1,12.44320024,-93.71980676,-41.66666667,-0.031548358,0
0,7.649825656,-0.033212087,-2.641858647,0.964285714,11.91068506,-74.91940683,-31.81818182,0,1
0,6.095339308,-0.028808058,-2.898548647,1,11.38593409,-89.49771689,-65,-0.019418086,0
0,3.78682733,-0.032538706,-3.148934334,1,10.96956306,-83.19268636,-69.23076923,-0.025807884,0
0,38.64350792,-0.008359137,-3.356357959,1,11.50117237,-82.77634961,-88.57142857,0,1
0,66.19744062,0.014427242,-3.48890807,1,11.05027356,-91.80327869,-88.88888889,-0.006557401,0
0,45.68241296,-0.003715172,-3.580014918,0.833333333,11.49892152,-38.00904977,-70,0.019418086,1
0,37.06694349,-0.009143448,-3.642734932,0.818181818,11.13813979,-63.63636364,-64.70588235,0.013072082,0
0,73.9349529,0.027237701,-3.62578694,0.8,15.70808489,-55.39568345,-42.85714286,-0.012903405,0
0,82.93330254,0.038158468,-3.5212034,0.555555556,16.65574607,2.011494253,-27.27272727,0.012903405,0
0,49.05979936,-0.001227688,-3.399419464,0.111111111,15.76248082,119.7640118,-4,0.038221213,1
0,55.82578757,0.005848208,-3.255440342,0.444444444,15.23454425,42.62820513,-11.11111111,0.006389798,0
0,55.82578757,0.003898805,-3.09767839,0.25,16.82979428,88.42105263,-11.11111111,-0.012578782,0
1,79.87873685,0.02926587,-2.892186877,0.25,18.90142682,83.33333333,4.347826087,0.006349228,0
1,49.53521029,-0.00048942,-2.691086219,0,17.60775345,125.1515152,16.66666667,0.012578782,1
-1,49.53521029,-0.00032628,-2.497139228,0,16.3990146,109.8039216,13.04347826,0.012578782,1
0,31.55501208,-0.013550853,-2.332256661,0.125,15.09690392,70.58823529,30,-0.006269613,1
0,10.8599359,-0.055700569,-2.259749018,0.5,13.45347385,-19.35483871,13.04347826,-0.025317808,1
0,9.521771015,-0.043800379,-2.254729024,1,12.29991412,-196.1904762,-13.33333333,-0.064957896,0
